Country,date,vaccine,total
Italy,2021-03-16,Moderna,15006
Italy,2021-03-16,Oxford/AstraZeneca,15007
Italy,2021-03-16,Pfizer/BioNTech,15008
Italy,2021-03-17,Johnson&Johnson,15009
Italy,2021-03-17,Moderna,15010
Italy,2021-03-17,Oxford/AstraZeneca,15011
Italy,2021-03-17,Pfizer/BioNTech,15012
Italy,2021-03-18,Johnson&Johnson,15013
Italy,2021-03-18,Moderna,15014
Italy,2021-03-18,Oxford/AstraZeneca,15015
Italy,2021-03-18,Pfizer/BioNTech,15016
Italy,2021-03-19,Johnson&Johnson,15017
Italy,2021-03-19,Moderna,15018
Italy,2021-03-19,Oxford/AstraZeneca,15019
Italy,2021-03-19,Pfizer/BioNTech,15020
Italy,2021-03-20,Johnson&Johnson,15021
Italy,2021-03-20,Moderna,15022
Italy,2021-03-20,Oxford/AstraZeneca,15023
Italy,2021-03-20,Pfizer/BioNTech,15024
Italy,2021-03-21,Johnson&Johnson,15025
Italy,2021-03-21,Moderna,15026
Italy,2021-03-21,Oxford/AstraZeneca,15027
Italy,2021-03-21,Pfizer/BioNTech,15028
Italy,2021-03-22,Moderna,15029
Italy,2021-03-22,Oxford/AstraZeneca,15030
Italy,2021-03-22,Pfizer/BioNTech,15031
Italy,2021-03-23,Johnson&Johnson,15032
Italy,2021-03-23,Moderna,15033
Italy,2021-03-23,Oxford/AstraZeneca,15034
Italy,2021-03-23,Pfizer/BioNTech,15035
Italy,2021-03-24,Johnson&Johnson,15036
Italy,2021-03-24,Moderna,15037
Italy,2021-03-24,Oxford/AstraZeneca,15038
Italy,2021-03-24,Pfizer/BioNTech,15039
Italy,2021-03-25,Johnson&Johnson,15040
Italy,2021-03-25,Moderna,15041
Italy,2021-03-25,Oxford/AstraZeneca,15042
Italy,2021-03-25,Pfizer/BioNTech,15043
Italy,2021-03-26,Johnson&Johnson,15044
Italy,2021-03-26,Moderna,15045
Italy,2021-03-26,Oxford/AstraZeneca,15046
Italy,2021-03-26,Pfizer/BioNTech,15047
Italy,2021-03-27,Johnson&Johnson,15048
Italy,2021-03-27,Moderna,15049
Italy,2021-03-27,Oxford/AstraZeneca,15050
Italy,2021-03-27,Pfizer/BioNTech,15051
Italy,2021-03-28,Johnson&Johnson,15052
Italy,2021-03-28,Moderna,15053
Italy,2021-03-28,Oxford/AstraZeneca,15054
Italy,2021-03-28,Pfizer/BioNTech,15055
Italy,2021-03-29,Moderna,15056
Italy,2021-03-29,Oxford/AstraZeneca,15057
Italy,2021-03-29,Pfizer/BioNTech,15058
Italy,2021-03-30,Johnson&Johnson,15059
Italy,2021-03-30,Moderna,15060
Italy,2021-03-30,Oxford/AstraZeneca,15061
Italy,2021-03-30,Pfizer/BioNTech,15062
Italy,2021-03-31,Johnson&Johnson,15063
Italy,2021-03-31,Moderna,15064
Italy,2021-03-31,Oxford/AstraZeneca,15065
Italy,2021-03-31,Pfizer/BioNTech,15066
Italy,2021-04-01,Johnson&Johnson,15067
Italy,2021-04-01,Moderna,15068
Italy,2021-04-01,Oxford/AstraZeneca,15069
Italy,2021-04-01,Pfizer/BioNTech,15070
Italy,2021-04-02,Johnson&Johnson,15071
Italy,2021-04-02,Moderna,15072
Italy,2021-04-02,Oxford/AstraZeneca,15073
Italy,2021-04-02,Pfizer/BioNTech,15074
Italy,2021-04-03,Johnson&Johnson,15075
Italy,2021-04-03,Moderna,15076
Italy,2021-04-03,Oxford/AstraZeneca,15077
Italy,2021-04-03,Pfizer/BioNTech,15078
Italy,2021-04-04,Moderna,15079
Italy,2021-04-04,Oxford/AstraZeneca,15080
Italy,2021-04-04,Pfizer/BioNTech,15081
Italy,2021-04-05,Johnson&Johnson,15082
Italy,2021-04-05,Moderna,15083
Italy,2021-04-05,Oxford/AstraZeneca,15084
Italy,2021-04-05,Pfizer/BioNTech,15085
Italy,2021-04-06,Johnson&Johnson,15086
Italy,2021-04-06,Moderna,15087
Italy,2021-04-06,Oxford/AstraZeneca,15088
Italy,2021-04-06,Pfizer/BioNTech,15089
Italy,2021-04-07,Johnson&Johnson,15090
Italy,2021-04-07,Moderna,15091
Italy,2021-04-07,Oxford/AstraZeneca,15092
Italy,2021-04-07,Pfizer/BioNTech,15093
Italy,2021-04-08,Johnson&Johnson,15094
Italy,2021-04-08,Moderna,15095
Italy,2021-04-08,Oxford/AstraZeneca,15096
Italy,2021-04-08,Pfizer/BioNTech,15097
Italy,2021-04-09,Johnson&Johnson,15098
Italy,2021-04-09,Moderna,15099
Italy,2021-04-09,Oxford/AstraZeneca,15100
Italy,2021-04-09,Pfizer/BioNTech,15101
Italy,2021-04-10,Johnson&Johnson,15102
Italy,2021-04-10,Moderna,15103
Italy,2021-04-10,Oxford/AstraZeneca,15104
Italy,2021-04-10,Pfizer/BioNTech,15105
Italy,2021-04-11,Johnson&Johnson,15106
Italy,2021-04-11,Moderna,15107
Italy,2021-04-11,Oxford/AstraZeneca,15108
Italy,2021-04-11,Pfizer/BioNTech,15109
Italy,2021-04-12,Johnson&Johnson,15110
Italy,2021-04-12,Moderna,15111
Italy,2021-04-12,Oxford/AstraZeneca,15112
Italy,2021-04-12,Pfizer/BioNTech,15113
Italy,2021-04-13,Johnson&Johnson,15114
Italy,2021-04-13,Moderna,15115
Italy,2021-04-13,Oxford/AstraZeneca,15116
Italy,2021-04-13,Pfizer/BioNTech,15117
Italy,2021-04-14,Johnson&Johnson,15118
Italy,2021-04-14,Moderna,15119
Italy,2021-04-14,Oxford/AstraZeneca,15120
Italy,2021-04-14,Pfizer/BioNTech,15121
Italy,2021-04-15,Moderna,15122
Italy,2021-04-15,Oxford/AstraZeneca,15123
Italy,2021-04-15,Pfizer/BioNTech,15124
Italy,2021-04-16,Johnson&Johnson,15125
Italy,2021-04-16,Moderna,15126
Italy,2021-04-16,Oxford/AstraZeneca,15127
Italy,2021-04-16,Pfizer/BioNTech,15128
Italy,2021-04-17,Moderna,15129
Italy,2021-04-17,Oxford/AstraZeneca,15130
Italy,2021-04-17,Pfizer/BioNTech,15131
Italy,2021-04-18,Johnson&Johnson,15132
Italy,2021-04-18,Moderna,15133
Italy,2021-04-18,Oxford/AstraZeneca,15134
Italy,2021-04-18,Pfizer/BioNTech,15135
Italy,2021-04-19,Johnson&Johnson,15136
Italy,2021-04-19,Moderna,15137
Italy,2021-04-19,Oxford/AstraZeneca,15138
Italy,2021-04-19,Pfizer/BioNTech,15139
Italy,2021-04-20,Johnson&Johnson,15140
Italy,2021-04-20,Moderna,15141
Italy,2021-04-20,Oxford/AstraZeneca,15142
Italy,2021-04-20,Pfizer/BioNTech,15143
Italy,2021-04-21,Johnson&Johnson,15144
Italy,2021-04-21,Moderna,15145
Italy,2021-04-21,Oxford/AstraZeneca,15146
Italy,2021-04-21,Pfizer/BioNTech,15147
Italy,2021-04-22,Johnson&Johnson,15148
Italy,2021-04-22,Moderna,15149
Italy,2021-04-22,Oxford/AstraZeneca,15150
Italy,2021-04-22,Pfizer/BioNTech,15151
Italy,2021-04-23,Johnson&Johnson,15152
Italy,2021-04-23,Moderna,15153
Italy,2021-04-23,Oxford/AstraZeneca,15154
Italy,2021-04-23,Pfizer/BioNTech,15155
Italy,2021-04-24,Johnson&Johnson,15156
Italy,2021-04-24,Moderna,15157
Italy,2021-04-24,Oxford/AstraZeneca,15158
Italy,2021-04-24,Pfizer/BioNTech,15159
Italy,2021-04-25,Johnson&Johnson,15160
Italy,2021-04-25,Moderna,15161
Italy,2021-04-25,Oxford/AstraZeneca,15162
Italy,2021-04-25,Pfizer/BioNTech,15163
Italy,2021-04-26,Johnson&Johnson,15164
Italy,2021-04-26,Moderna,15165
Italy,2021-04-26,Oxford/AstraZeneca,15166
Italy,2021-04-26,Pfizer/BioNTech,15167
Italy,2021-04-27,Johnson&Johnson,15168
Italy,2021-04-27,Moderna,15169
Italy,2021-04-27,Oxford/AstraZeneca,15170
Italy,2021-04-27,Pfizer/BioNTech,15171
Italy,2021-04-28,Johnson&Johnson,15172
Italy,2021-04-28,Moderna,15173
Italy,2021-04-28,Oxford/AstraZeneca,15174
Italy,2021-04-28,Pfizer/BioNTech,15175
Italy,2021-04-29,Johnson&Johnson,15176
Italy,2021-04-29,Moderna,15177
Italy,2021-04-29,Oxford/AstraZeneca,15178
Italy,2021-04-29,Pfizer/BioNTech,15179
Italy,2021-04-30,Johnson&Johnson,15180
Italy,2021-04-30,Moderna,15181
Italy,2021-04-30,Oxford/AstraZeneca,15182
Italy,2021-04-30,Pfizer/BioNTech,15183
Italy,2021-05-01,Johnson&Johnson,15184
Italy,2021-05-01,Moderna,15185
Italy,2021-05-01,Oxford/AstraZeneca,15186
Italy,2021-05-01,Pfizer/BioNTech,15187
Italy,2021-05-02,Johnson&Johnson,15188
Italy,2021-05-02,Moderna,15189
Italy,2021-05-02,Oxford/AstraZeneca,15190
Italy,2021-05-02,Pfizer/BioNTech,15191
Italy,2021-05-03,Johnson&Johnson,15192
Italy,2021-05-03,Moderna,15193
Italy,2021-05-03,Oxford/AstraZeneca,15194
Italy,2021-05-03,Pfizer/BioNTech,15195
Italy,2021-05-04,Johnson&Johnson,15196
Italy,2021-05-04,Moderna,15197
Italy,2021-05-04,Oxford/AstraZeneca,15198
Italy,2021-05-04,Pfizer/BioNTech,15199
Italy,2021-05-05,Johnson&Johnson,15200
Italy,2021-05-05,Moderna,15201
Italy,2021-05-05,Oxford/AstraZeneca,15202
Italy,2021-05-05,Pfizer/BioNTech,15203
Italy,2021-05-06,Johnson&Johnson,15204
Italy,2021-05-06,Moderna,15205
Italy,2021-05-06,Oxford/AstraZeneca,15206
Italy,2021-05-06,Pfizer/BioNTech,15207
Italy,2021-05-07,Johnson&Johnson,15208
Italy,2021-05-07,Moderna,15209
Italy,2021-05-07,Oxford/AstraZeneca,15210
Italy,2021-05-07,Pfizer/BioNTech,15211
Italy,2021-05-08,Johnson&Johnson,15212
Italy,2021-05-08,Moderna,15213
Italy,2021-05-08,Oxford/AstraZeneca,15214
Italy,2021-05-08,Pfizer/BioNTech,15215
Italy,2021-05-09,Johnson&Johnson,15216
Italy,2021-05-09,Moderna,15217
Italy,2021-05-09,Oxford/AstraZeneca,15218
Italy,2021-05-09,Pfizer/BioNTech,15219
Italy,2021-05-10,Johnson&Johnson,15220
Italy,2021-05-10,Moderna,15221
Italy,2021-05-10,Oxford/AstraZeneca,15222
Italy,2021-05-10,Pfizer/BioNTech,15223
Italy,2021-05-11,Johnson&Johnson,15224
Italy,2021-05-11,Moderna,15225
Italy,2021-05-11,Oxford/AstraZeneca,15226
Italy,2021-05-11,Pfizer/BioNTech,15227
Italy,2021-05-12,Johnson&Johnson,15228
Italy,2021-05-12,Moderna,15229
Italy,2021-05-12,Oxford/AstraZeneca,15230
Italy,2021-05-12,Pfizer/BioNTech,15231
Italy,2021-05-13,Johnson&Johnson,15232
Italy,2021-05-13,Moderna,15233
Italy,2021-05-13,Oxford/AstraZeneca,15234
Italy,2021-05-13,Pfizer/BioNTech,15235
Italy,2021-05-14,Johnson&Johnson,15236
Italy,2021-05-14,Moderna,15237
Italy,2021-05-14,Oxford/AstraZeneca,15238
Italy,2021-05-14,Pfizer/BioNTech,15239
Italy,2021-05-15,Johnson&Johnson,15240
Italy,2021-05-15,Moderna,15241
Italy,2021-05-15,Oxford/AstraZeneca,15242
Italy,2021-05-15,Pfizer/BioNTech,15243
Italy,2021-05-16,Johnson&Johnson,15244
Italy,2021-05-16,Moderna,15245
Italy,2021-05-16,Oxford/AstraZeneca,15246
Italy,2021-05-16,Pfizer/BioNTech,15247
Italy,2021-05-17,Johnson&Johnson,15248
Italy,2021-05-17,Moderna,15249
Italy,2021-05-17,Oxford/AstraZeneca,15250
Italy,2021-05-17,Pfizer/BioNTech,15251
Italy,2021-05-18,Johnson&Johnson,15252
Italy,2021-05-18,Moderna,15253
Italy,2021-05-18,Oxford/AstraZeneca,15254
Italy,2021-05-18,Pfizer/BioNTech,15255
Italy,2021-05-19,Johnson&Johnson,15256
Italy,2021-05-19,Moderna,15257
Italy,2021-05-19,Oxford/AstraZeneca,15258
Italy,2021-05-19,Pfizer/BioNTech,15259
Italy,2021-05-20,Johnson&Johnson,15260
Italy,2021-05-20,Moderna,15261
Italy,2021-05-20,Oxford/AstraZeneca,15262
Italy,2021-05-20,Pfizer/BioNTech,15263
Italy,2021-05-21,Johnson&Johnson,15264
Italy,2021-05-21,Moderna,15265
Italy,2021-05-21,Oxford/AstraZeneca,15266
Italy,2021-05-21,Pfizer/BioNTech,15267
Italy,2021-05-22,Johnson&Johnson,15268
Italy,2021-05-22,Moderna,15269
Italy,2021-05-22,Oxford/AstraZeneca,15270
Italy,2021-05-22,Pfizer/BioNTech,15271
Italy,2021-05-23,Johnson&Johnson,15272
Italy,2021-05-23,Moderna,15273
Italy,2021-05-23,Oxford/AstraZeneca,15274
Italy,2021-05-23,Pfizer/BioNTech,15275
Italy,2021-05-24,Johnson&Johnson,15276
Italy,2021-05-24,Moderna,15277
Italy,2021-05-24,Oxford/AstraZeneca,15278
Italy,2021-05-24,Pfizer/BioNTech,15279
Italy,2021-05-25,Johnson&Johnson,15280
Italy,2021-05-25,Moderna,15281
Italy,2021-05-25,Oxford/AstraZeneca,15282
Italy,2021-05-25,Pfizer/BioNTech,15283
Italy,2021-05-26,Johnson&Johnson,15284
Italy,2021-05-26,Moderna,15285
Italy,2021-05-26,Oxford/AstraZeneca,15286
Italy,2021-05-26,Pfizer/BioNTech,15287
Italy,2021-05-27,Johnson&Johnson,15288
Italy,2021-05-27,Moderna,15289
Italy,2021-05-27,Oxford/AstraZeneca,15290
Italy,2021-05-27,Pfizer/BioNTech,15291
Italy,2021-05-28,Johnson&Johnson,15292
Italy,2021-05-28,Moderna,15293
Italy,2021-05-28,Oxford/AstraZeneca,15294
Italy,2021-05-28,Pfizer/BioNTech,15295
Italy,2021-05-29,Johnson&Johnson,15296
Italy,2021-05-29,Moderna,15297
Italy,2021-05-29,Oxford/AstraZeneca,15298
Italy,2021-05-29,Pfizer/BioNTech,15299
Italy,2021-05-30,Johnson&Johnson,15300
Italy,2021-05-30,Moderna,15301
Italy,2021-05-30,Oxford/AstraZeneca,15302
Italy,2021-05-30,Pfizer/BioNTech,15303
Italy,2021-05-31,Johnson&Johnson,15304
Italy,2021-05-31,Moderna,15305
Italy,2021-05-31,Oxford/AstraZeneca,15306
Italy,2021-05-31,Pfizer/BioNTech,15307
Italy,2021-06-01,Johnson&Johnson,15308
Italy,2021-06-01,Moderna,15309
Italy,2021-06-01,Oxford/AstraZeneca,15310
Italy,2021-06-01,Pfizer/BioNTech,15311
Italy,2021-06-02,Johnson&Johnson,15312
Italy,2021-06-02,Moderna,15313
Italy,2021-06-02,Oxford/AstraZeneca,15314
Italy,2021-06-02,Pfizer/BioNTech,15315
Italy,2021-06-03,Johnson&Johnson,15316
Italy,2021-06-03,Moderna,15317
Italy,2021-06-03,Oxford/AstraZeneca,15318
Italy,2021-06-03,Pfizer/BioNTech,15319
Italy,2021-06-04,Johnson&Johnson,15320
Italy,2021-06-04,Moderna,15321
Italy,2021-06-04,Oxford/AstraZeneca,15322
Italy,2021-06-04,Pfizer/BioNTech,15323
Italy,2021-06-05,Johnson&Johnson,15324
Italy,2021-06-05,Moderna,15325
Italy,2021-06-05,Oxford/AstraZeneca,15326
Italy,2021-06-05,Pfizer/BioNTech,15327
Italy,2021-06-06,Johnson&Johnson,15328
Italy,2021-06-06,Moderna,15329
Italy,2021-06-06,Oxford/AstraZeneca,15330
Italy,2021-06-06,Pfizer/BioNTech,15331
Italy,2021-06-07,Johnson&Johnson,15332
Italy,2021-06-07,Moderna,15333
Italy,2021-06-07,Oxford/AstraZeneca,15334
Italy,2021-06-07,Pfizer/BioNTech,15335
Italy,2021-06-08,Johnson&Johnson,15336
Italy,2021-06-08,Moderna,15337
Italy,2021-06-08,Oxford/AstraZeneca,15338
Italy,2021-06-08,Pfizer/BioNTech,15339
Italy,2021-06-09,Johnson&Johnson,15340
Italy,2021-06-09,Moderna,15341
Italy,2021-06-09,Oxford/AstraZeneca,15342
Italy,2021-06-09,Pfizer/BioNTech,15343
Italy,2021-06-10,Johnson&Johnson,15344
Italy,2021-06-10,Moderna,15345
Italy,2021-06-10,Oxford/AstraZeneca,15346
Italy,2021-06-10,Pfizer/BioNTech,15347
Italy,2021-06-11,Johnson&Johnson,15348
Italy,2021-06-11,Moderna,15349
Italy,2021-06-11,Oxford/AstraZeneca,15350
Italy,2021-06-11,Pfizer/BioNTech,15351
Italy,2021-06-12,Johnson&Johnson,15352
Italy,2021-06-12,Moderna,15353
Italy,2021-06-12,Oxford/AstraZeneca,15354
Italy,2021-06-12,Pfizer/BioNTech,15355
Italy,2021-06-13,Johnson&Johnson,15356
Italy,2021-06-13,Moderna,15357
Italy,2021-06-13,Oxford/AstraZeneca,15358
Italy,2021-06-13,Pfizer/BioNTech,15359
Italy,2021-06-14,Johnson&Johnson,15360
Italy,2021-06-14,Moderna,15361
Italy,2021-06-14,Oxford/AstraZeneca,15362
Italy,2021-06-14,Pfizer/BioNTech,15363
Italy,2021-06-15,Johnson&Johnson,15364
Italy,2021-06-15,Moderna,15365
Italy,2021-06-15,Oxford/AstraZeneca,15366
Italy,2021-06-15,Pfizer/BioNTech,15367
Italy,2021-06-16,Johnson&Johnson,15368
Italy,2021-06-16,Moderna,15369
Italy,2021-06-16,Oxford/AstraZeneca,15370
Italy,2021-06-16,Pfizer/BioNTech,15371
Italy,2021-06-17,Johnson&Johnson,15372
Italy,2021-06-17,Moderna,15373
Italy,2021-06-17,Oxford/AstraZeneca,15374
Italy,2021-06-17,Pfizer/BioNTech,15375
Italy,2021-06-18,Johnson&Johnson,15376
Italy,2021-06-18,Moderna,15377
Italy,2021-06-18,Oxford/AstraZeneca,15378
Italy,2021-06-18,Pfizer/BioNTech,15379
Italy,2021-06-19,Johnson&Johnson,15380
Italy,2021-06-19,Moderna,15381
Italy,2021-06-19,Oxford/AstraZeneca,15382
Italy,2021-06-19,Pfizer/BioNTech,15383
Italy,2021-06-20,Johnson&Johnson,15384
Italy,2021-06-20,Moderna,15385
Italy,2021-06-20,Oxford/AstraZeneca,15386
Italy,2021-06-20,Pfizer/BioNTech,15387
Italy,2021-06-21,Johnson&Johnson,15388
Italy,2021-06-21,Moderna,15389
Italy,2021-06-21,Oxford/AstraZeneca,15390
Italy,2021-06-21,Pfizer/BioNTech,15391
Italy,2021-06-22,Johnson&Johnson,15392
Italy,2021-06-22,Moderna,15393
Italy,2021-06-22,Oxford/AstraZeneca,15394
Italy,2021-06-22,Pfizer/BioNTech,15395
Italy,2021-06-23,Johnson&Johnson,15396
Italy,2021-06-23,Moderna,15397
Italy,2021-06-23,Oxford/AstraZeneca,15398
Italy,2021-06-23,Pfizer/BioNTech,15399
Italy,2021-06-24,Johnson&Johnson,15400
Italy,2021-06-24,Moderna,15401
Italy,2021-06-24,Oxford/AstraZeneca,15402
Italy,2021-06-24,Pfizer/BioNTech,15403
Italy,2021-06-25,Johnson&Johnson,15404
Italy,2021-06-25,Moderna,15405
Italy,2021-06-25,Oxford/AstraZeneca,15406
Italy,2021-06-25,Pfizer/BioNTech,15407
Italy,2021-06-26,Johnson&Johnson,15408
Italy,2021-06-26,Moderna,15409
Italy,2021-06-26,Oxford/AstraZeneca,15410
Italy,2021-06-26,Pfizer/BioNTech,15411
Italy,2021-06-27,Johnson&Johnson,15412
Italy,2021-06-27,Moderna,15413
Italy,2021-06-27,Oxford/AstraZeneca,15414
Italy,2021-06-27,Pfizer/BioNTech,15415
Italy,2021-06-28,Johnson&Johnson,15416
Italy,2021-06-28,Moderna,15417
Italy,2021-06-28,Oxford/AstraZeneca,15418
Italy,2021-06-28,Pfizer/BioNTech,15419
Italy,2021-06-29,Johnson&Johnson,15420
Italy,2021-06-29,Moderna,15421
Italy,2021-06-29,Oxford/AstraZeneca,15422
Italy,2021-06-29,Pfizer/BioNTech,15423
Italy,2021-06-30,Johnson&Johnson,15424
Italy,2021-06-30,Moderna,15425
Italy,2021-06-30,Oxford/AstraZeneca,15426
Italy,2021-06-30,Pfizer/BioNTech,15427
Italy,2021-07-01,Johnson&Johnson,15428
Italy,2021-07-01,Moderna,15429
Italy,2021-07-01,Oxford/AstraZeneca,15430
Italy,2021-07-01,Pfizer/BioNTech,15431
Italy,2021-07-02,Johnson&Johnson,15432
Italy,2021-07-02,Moderna,15433
Italy,2021-07-02,Oxford/AstraZeneca,15434
Italy,2021-07-02,Pfizer/BioNTech,15435
Italy,2021-07-03,Johnson&Johnson,15436
Italy,2021-07-03,Moderna,15437
Italy,2021-07-03,Oxford/AstraZeneca,15438
Italy,2021-07-03,Pfizer/BioNTech,15439
Italy,2021-07-04,Johnson&Johnson,15440
Italy,2021-07-04,Moderna,15441
Italy,2021-07-04,Oxford/AstraZeneca,15442
Italy,2021-07-04,Pfizer/BioNTech,15443
Italy,2021-07-05,Johnson&Johnson,15444
Italy,2021-07-05,Moderna,15445
Italy,2021-07-05,Oxford/AstraZeneca,15446
Italy,2021-07-05,Pfizer/BioNTech,15447
Italy,2021-07-06,Johnson&Johnson,15448
Italy,2021-07-06,Moderna,15449
Italy,2021-07-06,Oxford/AstraZeneca,15450
Italy,2021-07-06,Pfizer/BioNTech,15451
Italy,2021-07-07,Johnson&Johnson,15452
Italy,2021-07-07,Moderna,15453
Italy,2021-07-07,Oxford/AstraZeneca,15454
Italy,2021-07-07,Pfizer/BioNTech,15455
Italy,2021-07-08,Johnson&Johnson,15456
Italy,2021-07-08,Moderna,15457
Italy,2021-07-08,Oxford/AstraZeneca,15458
Italy,2021-07-08,Pfizer/BioNTech,15459
Italy,2021-07-09,Johnson&Johnson,15460
Italy,2021-07-09,Moderna,15461
Italy,2021-07-09,Oxford/AstraZeneca,15462
Italy,2021-07-09,Pfizer/BioNTech,15463
Italy,2021-07-10,Johnson&Johnson,15464
Italy,2021-07-10,Moderna,15465
Italy,2021-07-10,Oxford/AstraZeneca,15466
Italy,2021-07-10,Pfizer/BioNTech,15467
Italy,2021-07-11,Johnson&Johnson,15468
Italy,2021-07-11,Moderna,15469
Italy,2021-07-11,Oxford/AstraZeneca,15470
Italy,2021-07-11,Pfizer/BioNTech,15471
Italy,2021-07-12,Johnson&Johnson,15472
Italy,2021-07-12,Moderna,15473
Italy,2021-07-12,Oxford/AstraZeneca,15474
Italy,2021-07-12,Pfizer/BioNTech,15475
Italy,2021-07-13,Johnson&Johnson,15476
Italy,2021-07-13,Moderna,15477
Italy,2021-07-13,Oxford/AstraZeneca,15478
Italy,2021-07-13,Pfizer/BioNTech,15479
Italy,2021-07-14,Johnson&Johnson,15480
Italy,2021-07-14,Moderna,15481
Italy,2021-07-14,Oxford/AstraZeneca,15482
Italy,2021-07-14,Pfizer/BioNTech,15483
Italy,2021-07-15,Johnson&Johnson,15484
Italy,2021-07-15,Moderna,15485
Italy,2021-07-15,Oxford/AstraZeneca,15486
Italy,2021-07-15,Pfizer/BioNTech,15487
Italy,2021-07-16,Johnson&Johnson,15488
Italy,2021-07-16,Moderna,15489
Italy,2021-07-16,Oxford/AstraZeneca,15490
Italy,2021-07-16,Pfizer/BioNTech,15491
Italy,2021-07-17,Johnson&Johnson,15492
Italy,2021-07-17,Moderna,15493
Italy,2021-07-17,Oxford/AstraZeneca,15494
Italy,2021-07-17,Pfizer/BioNTech,15495
Italy,2021-07-18,Johnson&Johnson,15496
Italy,2021-07-18,Moderna,15497
Italy,2021-07-18,Oxford/AstraZeneca,15498
Italy,2021-07-18,Pfizer/BioNTech,15499
Italy,2021-07-19,Johnson&Johnson,15500
Italy,2021-07-19,Moderna,15501
Italy,2021-07-19,Oxford/AstraZeneca,15502
Italy,2021-07-19,Pfizer/BioNTech,15503
Italy,2021-07-20,Johnson&Johnson,15504
Italy,2021-07-20,Moderna,15505
Italy,2021-07-20,Oxford/AstraZeneca,15506
Italy,2021-07-20,Pfizer/BioNTech,15507
Italy,2021-07-21,Johnson&Johnson,15508
Italy,2021-07-21,Moderna,15509
Italy,2021-07-21,Oxford/AstraZeneca,15510
Italy,2021-07-21,Pfizer/BioNTech,15511
Italy,2021-07-22,Johnson&Johnson,15512
Italy,2021-07-22,Moderna,15513
Italy,2021-07-22,Oxford/AstraZeneca,15514
Italy,2021-07-22,Pfizer/BioNTech,15515
Italy,2021-07-23,Johnson&Johnson,15516
Italy,2021-07-23,Moderna,15517
Italy,2021-07-23,Oxford/AstraZeneca,15518
Italy,2021-07-23,Pfizer/BioNTech,15519
Italy,2021-07-24,Johnson&Johnson,15520
Italy,2021-07-24,Moderna,15521
Italy,2021-07-24,Oxford/AstraZeneca,15522
Italy,2021-07-24,Pfizer/BioNTech,15523
Italy,2021-07-25,Johnson&Johnson,15524
Italy,2021-07-25,Moderna,15525
Italy,2021-07-25,Oxford/AstraZeneca,15526
Italy,2021-07-25,Pfizer/BioNTech,15527
Italy,2021-07-26,Johnson&Johnson,15528
Italy,2021-07-26,Moderna,15529
Italy,2021-07-26,Oxford/AstraZeneca,15530
Italy,2021-07-26,Pfizer/BioNTech,15531
Italy,2021-07-27,Johnson&Johnson,15532
Italy,2021-07-27,Moderna,15533
Italy,2021-07-27,Oxford/AstraZeneca,15534
Italy,2021-07-27,Pfizer/BioNTech,15535
Italy,2021-07-28,Johnson&Johnson,15536
Italy,2021-07-28,Moderna,15537
Italy,2021-07-28,Oxford/AstraZeneca,15538
Italy,2021-07-28,Pfizer/BioNTech,15539
Italy,2021-07-29,Johnson&Johnson,15540
Italy,2021-07-29,Moderna,15541
Italy,2021-07-29,Oxford/AstraZeneca,15542
Italy,2021-07-29,Pfizer/BioNTech,15543
Italy,2021-07-30,Johnson&Johnson,15544
Italy,2021-07-30,Moderna,15545
Italy,2021-07-30,Oxford/AstraZeneca,15546
Italy,2021-07-30,Pfizer/BioNTech,15547
Italy,2021-07-31,Johnson&Johnson,15548
Italy,2021-07-31,Moderna,15549
Italy,2021-07-31,Oxford/AstraZeneca,15550
Italy,2021-07-31,Pfizer/BioNTech,15551
Italy,2021-08-01,Johnson&Johnson,15552
Italy,2021-08-01,Moderna,15553
Italy,2021-08-01,Oxford/AstraZeneca,15554
Italy,2021-08-01,Pfizer/BioNTech,15555
Italy,2021-08-02,Johnson&Johnson,15556
Italy,2021-08-02,Moderna,15557
Italy,2021-08-02,Oxford/AstraZeneca,15558
Italy,2021-08-02,Pfizer/BioNTech,15559
Italy,2021-08-03,Johnson&Johnson,15560
Italy,2021-08-03,Moderna,15561
Italy,2021-08-03,Oxford/AstraZeneca,15562
Italy,2021-08-03,Pfizer/BioNTech,15563
Italy,2021-08-04,Johnson&Johnson,15564
Italy,2021-08-04,Moderna,15565
Italy,2021-08-04,Oxford/AstraZeneca,15566
Italy,2021-08-04,Pfizer/BioNTech,15567
Italy,2021-08-05,Johnson&Johnson,15568
Italy,2021-08-05,Moderna,15569
Italy,2021-08-05,Oxford/AstraZeneca,15570
Italy,2021-08-05,Pfizer/BioNTech,15571
Italy,2021-08-06,Johnson&Johnson,15572
Italy,2021-08-06,Moderna,15573
Italy,2021-08-06,Oxford/AstraZeneca,15574
Italy,2021-08-06,Pfizer/BioNTech,15575
Italy,2021-08-07,Johnson&Johnson,15576
Italy,2021-08-07,Moderna,15577
Italy,2021-08-07,Oxford/AstraZeneca,15578
Italy,2021-08-07,Pfizer/BioNTech,15579
Italy,2021-08-08,Johnson&Johnson,15580
Italy,2021-08-08,Moderna,15581
Italy,2021-08-08,Oxford/AstraZeneca,15582
Italy,2021-08-08,Pfizer/BioNTech,15583
Italy,2021-08-09,Johnson&Johnson,15584
Italy,2021-08-09,Moderna,15585
Italy,2021-08-09,Oxford/AstraZeneca,15586
Italy,2021-08-09,Pfizer/BioNTech,15587
